X,Y,concentration,v_x,v_y,v_z
2.4795,0.5075,0.00452,-0.01645,0.0091,-0.02747
2.5085,0.5075,0.00448,-0.01385,0.01621,-0.02976
2.5375,0.5075,0.00443,-0.01097,0.02343,-0.03216
2.5665,0.5075,0.00439,-0.00743,0.03074,-0.03436
2.5955,0.5075,0.00436,-0.00349,0.03747,-0.03596
2.6245,0.5075,0.00432,0.00075,0.04341,-0.03697
2.6535,0.5075,0.00429,0.00527,0.04737,-0.03678
2.6825,0.5075,0.00427,0.00957,0.04878,-0.03542
2.7115,0.5075,0.00425,0.01377,0.0491,-0.03362
2.7405,0.5075,0.00424,0.01739,0.04683,-0.03091
2.7695,0.5075,0.00423,0.02052,0.04344,-0.02793
2.7985,0.5075,0.00423,0.02312,0.03885,-0.02472
2.8275,0.5075,0.00424,0.02486,0.03328,-0.02143
2.8565,0.5075,0.00424,0.02607,0.02732,-0.01826
2.8855,0.5075,0.00425,0.02686,0.0212,-0.0151
2.9145,0.5075,0.00424,0.02723,0.01549,-0.01215
2.9435,0.5075,0.00424,0.02727,0.00998,-0.00928
2.9725,0.5075,0.00423,0.02705,0.00501,-0.0065
3.0015,0.5075,0.00422,0.02634,0.00061,-0.00379
3.0305,0.5075,0.0042,0.02543,-0.0034,-0.00107
3.0595,0.5075,0.00417,0.02407,-0.00652,0.00169
3.0885,0.5075,0.00414,0.02253,-0.0091,0.00452
3.1175,0.5075,0.0041,0.02058,-0.01103,0.00746
3.1465,0.5075,0.00406,0.01841,-0.01228,0.01053
3.1755,0.5075,0.00401,0.01598,-0.01302,0.0137
3.2045,0.5075,0.00395,0.0135,-0.01218,0.01718
3.2335,0.5075,0.00389,0.01085,-0.01088,0.0208
3.2625,0.5075,0.0038,0.00866,-0.00277,0.02513
3.2915,0.5075,0.00369,0.00739,0.01309,0.02714
3.3205,0.5075,0.00357,0.00708,0.03958,0.0263
3.3495,0.5075,0.00332,0.00523,0.08663,0.00925
3.3785,0.5075,0.00313,0.00551,0.11234,-0.00084
3.4075,0.5075,0.00304,0.00876,0.10784,0.00032
3.4365,0.5075,0.00295,0.01385,0.10885,0.00115
3.4655,0.5075,0.00283,0.01652,0.11114,0.00318
3.4945,0.5075,0.00275,0.01639,0.11181,0.00321
3.5235,0.5075,0.00267,0.01627,0.11247,0.00323
3.5525,0.5075,0.00259,0.01615,0.11313,0.00325
3.5815,0.5075,0.00251,0.01603,0.11379,0.00328
3.6105,0.5075,0.00241,0.01473,0.11218,0.00406
3.6395,0.5075,0.0023,0.01322,0.11016,0.00497
3.6685,0.5075,0.00219,0.01171,0.10815,0.00589
3.6975,0.5075,0.00208,0.0102,0.10613,0.0068
3.7265,0.5075,0.00195,0.0072,0.10521,0.00552
3.7555,0.5075,0.00183,0.0038,0.10647,0.00194
3.7845,0.5075,0.00171,-6e-05,0.10764,-0.00214
3.8135,0.5075,0.00155,-0.00741,0.09731,-0.00238
3.8425,0.5075,0.00146,-0.01395,0.03971,0.0236
3.8715,0.5075,0.00141,-0.01907,0.00481,0.04001
3.9005,0.5075,0.00139,-0.02292,-0.00771,0.04741
3.9295,0.5075,0.00138,-0.02562,-0.01427,0.0497
3.9585,0.5075,0.00137,-0.02776,-0.01791,0.0495
3.9875,0.5075,0.00136,-0.02927,-0.02002,0.04833
4.0165,0.5075,0.00136,-0.03044,-0.02161,0.04672
4.0455,0.5075,0.00135,-0.03132,-0.0227,0.04476
4.0745,0.5075,0.00135,-0.03183,-0.0234,0.0425
4.1035,0.5075,0.00135,-0.03235,-0.0241,0.04023
4.1325,0.5075,0.00135,-0.03221,-0.02432,0.03753
4.1615,0.5075,0.00135,-0.03202,-0.02443,0.03482
4.1905,0.5075,0.00135,-0.03172,-0.02444,0.03206
4.2195,0.5075,0.00135,-0.03067,-0.0237,0.02888
4.2485,0.5075,0.00135,-0.02961,-0.02296,0.0257
4.2775,0.5075,0.00135,-0.02815,-0.02163,0.02214
4.3065,0.5075,0.00135,-0.02642,-0.01981,0.01839
4.3355,0.5075,0.00135,-0.02462,-0.0178,0.01445
4.3645,0.5075,0.00135,-0.02252,-0.01494,0.01003
4.3935,0.5075,0.00135,-0.02044,-0.0121,0.00557
4.4225,0.5075,0.00135,-0.01825,-0.00839,0.00032
4.4515,0.5075,0.00135,-0.01603,-0.00464,-0.00488
4.4805,0.5075,0.00135,-0.01385,-0.00016,-0.01088
4.5095,0.5075,0.00135,-0.01172,0.00436,-0.017
4.5385,0.5075,0.00134,-0.00974,0.0096,-0.02387
4.5675,0.5075,0.00134,-0.00778,0.01511,-0.03088
4.5965,0.5075,0.00133,-0.00598,0.02132,-0.03845
4.6255,0.5075,0.00133,-0.00436,0.0283,-0.04643
4.6545,0.5075,0.00132,-0.00286,0.03592,-0.05469
4.6835,0.5075,0.00131,-0.00162,0.04535,-0.06327
4.7125,0.5075,0.0013,-0.00063,0.05682,-0.07175
4.7415,0.5075,0.00128,5e-05,0.07438,-0.08009
4.7705,0.5075,4e-05,0.0,0.0,0.0
0.0145,0.5365,0.00195,-0.0014,0.06622,-0.04384
0.0435,0.5365,0.00207,-0.0028,0.04681,-0.03543
0.0725,0.5365,0.00209,-0.00367,0.03612,-0.02731
0.1015,0.5365,0.0021,-0.0041,0.02755,-0.01898
0.1305,0.5365,0.0021,-0.0038,0.01982,-0.01128
0.1595,0.5365,0.0021,-0.00336,0.01253,-0.0041
0.1885,0.5365,0.0021,-0.00245,0.00561,0.00205
0.2175,0.5365,0.0021,-0.00141,-0.00092,0.00721
0.2465,0.5365,0.0021,-0.00026,-0.00669,0.01091
0.2755,0.5365,0.0021,0.00071,-0.01152,0.01352
0.3045,0.5365,0.0021,0.00175,-0.01595,0.01515
0.3335,0.5365,0.0021,0.00241,-0.01969,0.01641
0.3625,0.5365,0.0021,0.00281,-0.02253,0.01665
0.3915,0.5365,0.0021,0.00361,-0.02587,0.01709
0.4205,0.5365,0.00211,0.00434,-0.02884,0.01722
0.4495,0.5365,0.00211,0.00495,-0.03142,0.01704
0.4785,0.5365,0.00212,0.00537,-0.03362,0.01665
0.5075,0.5365,0.00213,0.00601,-0.0356,0.01609
0.5365,0.5365,0.00214,0.00645,-0.03723,0.0153
0.5655,0.5365,0.00215,0.00709,-0.03844,0.01429
0.5945,0.5365,0.00216,0.00784,-0.03937,0.01315
0.6235,0.5365,0.00217,0.0086,-0.03976,0.01167
0.6525,0.5365,0.00218,0.00941,-0.03953,0.00972
0.6815,0.5365,0.00219,0.01032,-0.03876,0.00757
0.7105,0.5365,0.0022,0.0113,-0.03712,0.00491
0.7395,0.5365,0.00222,0.0123,-0.03439,0.0019
0.7685,0.5365,0.00223,0.01336,-0.03129,-0.0015
0.7975,0.5365,0.00224,0.01433,-0.02669,-0.00511
0.8265,0.5365,0.00226,0.0151,-0.01979,-0.00939
0.8555,0.5365,0.00228,0.01556,-0.01162,-0.01345
0.8845,0.5365,0.00231,0.01516,0.00253,-0.02012
0.9135,0.5365,0.00235,0.01423,0.01763,-0.0263
0.9425,0.5365,0.00246,0.00969,0.06111,-0.04308
0.9715,0.5365,0.00259,0.00339,0.09813,-0.05521
1.0005,0.5365,0.00273,-0.00657,0.08971,-0.0418
1.0295,0.5365,0.00288,-0.01638,0.08137,-0.02839
1.0585,0.5365,0.00293,-0.01828,0.07471,-0.02349
1.0875,0.5365,0.00301,-0.01918,0.0701,-0.01658
1.1165,0.5365,0.0031,-0.02007,0.0655,-0.00967
1.1455,0.5365,0.00318,-0.02097,0.06089,-0.00275
1.1745,0.5365,0.00326,-0.02187,0.05628,0.00416
1.2035,0.5365,0.00335,-0.02277,0.05168,0.01107
1.2325,0.5365,0.00343,-0.02367,0.04707,0.01798
1.2615,0.5365,0.00351,-0.02456,0.04247,0.0249
1.2905,0.5365,0.0036,-0.02546,0.03786,0.03181
1.3195,0.5365,0.00368,-0.02636,0.03326,0.03872
1.3485,0.5365,0.00376,-0.02654,0.02814,0.04465
1.3775,0.5365,0.00383,-0.02209,0.01976,0.04416
1.4065,0.5365,0.00391,-0.01556,0.01327,0.04088
1.4355,0.5365,0.00389,-0.02795,0.00395,0.02422
1.4645,0.5365,0.00389,-0.03865,-0.00066,0.01228
1.4935,0.5365,0.00389,-0.04399,0.00633,-0.00048
1.5225,0.5365,0.00392,-0.04421,0.01076,-0.0083
1.5515,0.5365,0.00394,-0.04262,0.0179,-0.01972
1.5805,0.5365,0.00401,-0.0365,0.01784,-0.01973
1.6095,0.5365,0.00411,-0.03029,0.01535,-0.01774
1.6385,0.5365,0.00424,-0.02456,0.00978,-0.00857
1.6675,0.5365,0.00433,-0.02087,0.0088,-0.00338
1.6965,0.5365,0.00443,-0.01941,0.00647,0.00369
1.7255,0.5365,0.00452,-0.01918,0.00424,0.00893
1.7545,0.5365,0.00456,-0.02052,0.00334,0.00991
1.7835,0.5365,0.00459,-0.02151,0.0024,0.00987
1.8125,0.5365,0.0046,-0.02287,0.00078,0.00887
1.8415,0.5365,0.00462,-0.02441,-0.00105,0.00754
1.8705,0.5365,0.00464,-0.02569,-0.00325,0.0056
1.8995,0.5365,0.00466,-0.02721,-0.00573,0.00333
1.9285,0.5365,0.00468,-0.02864,-0.0088,0.00031
1.9575,0.5365,0.0047,-0.02989,-0.01162,-0.00245
1.9865,0.5365,0.00472,-0.0308,-0.01446,-0.00517
2.0155,0.5365,0.00475,-0.03181,-0.01786,-0.00837
2.0445,0.5365,0.00477,-0.03228,-0.02068,-0.01102
2.0735,0.5365,0.00479,-0.0327,-0.02362,-0.01379
2.1025,0.5365,0.00481,-0.03255,-0.02558,-0.01583
2.1315,0.5365,0.00483,-0.03233,-0.02746,-0.01775
2.1605,0.5365,0.00483,-0.03164,-0.02807,-0.01897
2.1895,0.5365,0.00484,-0.0309,-0.02828,-0.02009
2.2185,0.5365,0.00483,-0.02979,-0.02678,-0.02068
2.2475,0.5365,0.00482,-0.02868,-0.02575,-0.02128
2.2765,0.5365,0.00481,-0.02737,-0.02314,-0.02161
2.3055,0.5365,0.00478,-0.02604,-0.01995,-0.02197
2.3345,0.5365,0.00475,-0.02465,-0.01602,-0.02244
2.3635,0.5365,0.00472,-0.02322,-0.01135,-0.02312
2.3925,0.5365,0.00467,-0.02167,-0.00584,-0.02424
2.4215,0.5365,0.00463,-0.01997,-0.00022,-0.02557
2.4505,0.5365,0.00459,-0.01812,0.00586,-0.02721
2.4795,0.5365,0.00454,-0.01582,0.01282,-0.02942
2.5085,0.5365,0.0045,-0.01313,0.02045,-0.03182
2.5375,0.5365,0.00446,-0.01019,0.02791,-0.03422
2.5665,0.5365,0.00442,-0.00658,0.03519,-0.0362
2.5955,0.5365,0.00438,-0.0026,0.04188,-0.03766
2.6245,0.5365,0.00435,0.00164,0.04697,-0.03798
2.6535,0.5365,0.00433,0.00605,0.04982,-0.03721
2.6825,0.5365,0.00431,0.01007,0.04963,-0.03522
2.7115,0.5365,0.0043,0.01411,0.04919,-0.03315
2.7405,0.5365,0.0043,0.01721,0.04528,-0.03009
2.7695,0.5365,0.00429,0.02034,0.04189,-0.02711
2.7985,0.5365,0.0043,0.02244,0.03617,-0.02383
2.8275,0.5365,0.0043,0.02399,0.03028,-0.02059
2.8565,0.5365,0.00431,0.02496,0.02399,-0.01755
2.8855,0.5365,0.00431,0.0256,0.01778,-0.01458
2.9145,0.5365,0.00431,0.02594,0.01216,-0.01171
2.9435,0.5365,0.00431,0.02595,0.00688,-0.00904
2.9725,0.5365,0.0043,0.02574,0.00201,-0.00628
3.0015,0.5365,0.00427,0.02508,-0.00188,-0.00368
3.0305,0.5365,0.00426,0.02417,-0.00588,-0.00096
3.0595,0.5365,0.00422,0.02286,-0.00864,0.00183
3.0885,0.5365,0.00419,0.02135,-0.01092,0.00468
3.1175,0.5365,0.00415,0.01947,-0.01246,0.00773
3.1465,0.5365,0.0041,0.01734,-0.01351,0.01086
3.1755,0.5365,0.00405,0.01504,-0.01378,0.01416
3.2045,0.5365,0.00398,0.01284,-0.01244,0.01761
3.2335,0.5365,0.00391,0.01037,-0.01086,0.02119
3.2625,0.5365,0.00381,0.00865,-0.00249,0.02489
3.2915,0.5365,0.0037,0.00789,0.01366,0.02624
3.3205,0.5365,0.00358,0.00887,0.03716,0.02259
3.3495,0.5365,0.00332,0.00645,0.08305,0.00845
3.3785,0.5365,0.00314,0.00672,0.10874,-0.0016
3.4075,0.5365,0.00303,0.01075,0.10963,-0.0
3.4365,0.5365,0.0029,0.01381,0.11215,0.00231
3.4655,0.5365,0.00282,0.01368,0.11281,0.00233
3.4945,0.5365,0.00274,0.01356,0.11347,0.00236
3.5235,0.5365,0.00266,0.01344,0.11414,0.00238
3.5525,0.5365,0.00258,0.01332,0.1148,0.0024
3.5815,0.5365,0.0025,0.01319,0.11546,0.00243
3.6105,0.5365,0.00239,0.01189,0.11385,0.00321
3.6395,0.5365,0.00229,0.01038,0.11183,0.00412
3.6685,0.5365,0.00218,0.00888,0.10981,0.00503
3.6975,0.5365,0.00207,0.00737,0.1078,0.00595
3.7265,0.5365,0.00196,0.00586,0.10578,0.00686
3.7555,0.5365,0.00183,0.00252,0.10511,0.00509
3.7845,0.5365,0.00169,-0.00223,0.10546,0.00124
3.8135,0.5365,0.00156,-0.00723,0.09664,0.00159
3.8425,0.5365,0.00146,-0.01312,0.03858,0.02665
3.8715,0.5365,0.00141,-0.01808,0.00408,0.04249
3.9005,0.5365,0.00139,-0.02163,-0.00766,0.04878
3.9295,0.5365,0.00138,-0.02433,-0.01421,0.05107
3.9585,0.5365,0.00137,-0.02654,-0.01701,0.05069
3.9875,0.5365,0.00136,-0.02806,-0.01898,0.04948
4.0165,0.5365,0.00136,-0.02929,-0.02023,0.04781
4.0455,0.5365,0.00135,-0.03018,-0.02117,0.04579
4.0745,0.5365,0.00135,-0.03066,-0.02179,0.04337
4.1035,0.5365,0.00135,-0.03117,-0.02248,0.04109
4.1325,0.5365,0.00135,-0.03097,-0.02279,0.03826
4.1615,0.5365,0.00135,-0.03069,-0.02301,0.03538
4.1905,0.5365,0.00135,-0.03039,-0.02302,0.03262
4.2195,0.5365,0.00135,-0.02931,-0.02229,0.0294
4.2485,0.5365,0.00135,-0.02814,-0.02163,0.026
4.2775,0.5365,0.00135,-0.02665,-0.02031,0.0224
4.3065,0.5365,0.00135,-0.02491,-0.01851,0.01848
4.3355,0.5365,0.00135,-0.02308,-0.0165,0.0144
4.3645,0.5365,0.00135,-0.02101,-0.01366,0.00989
4.3935,0.5365,0.00135,-0.01899,-0.01085,0.00523
4.4225,0.5365,0.00135,-0.01691,-0.00722,-0.0002
4.4515,0.5365,0.00135,-0.01473,-0.00351,-0.00548
4.4805,0.5365,0.00135,-0.0126,0.00094,-0.01153
4.5095,0.5365,0.00135,-0.01063,0.00531,-0.01783
4.5385,0.5365,0.00134,-0.00885,0.0104,-0.02486
4.5675,0.5365,0.00134,-0.00691,0.01589,-0.0319
4.5965,0.5365,0.00133,-0.00525,0.02202,-0.03957
4.6255,0.5365,0.00133,-0.0037,0.02895,-0.0476
4.6545,0.5365,0.00132,-0.00238,0.03649,-0.05595
4.6835,0.5365,0.00131,-0.00131,0.04587,-0.06458
4.7125,0.5365,0.0013,-0.00041,0.05729,-0.07304
4.7415,0.5365,0.00128,0.00023,0.07482,-0.08138
4.7705,0.5365,4e-05,0.0,0.0,0.0
0.0145,0.5655,0.00194,-0.00149,0.06494,-0.04481
0.0435,0.5655,0.00206,-0.0029,0.04552,-0.0364
0.0725,0.5655,0.00209,-0.00407,0.0361,-0.02857
0.1015,0.5655,0.0021,-0.00458,0.02769,-0.02027
0.1305,0.5655,0.0021,-0.00453,0.02014,-0.01244
0.1595,0.5655,0.0021,-0.00411,0.01273,-0.00511
0.1885,0.5655,0.0021,-0.00322,0.00566,0.00125
0.2175,0.5655,0.0021,-0.00224,-0.00088,0.00649
0.2465,0.5655,0.0021,-0.00104,-0.00679,0.01029
0.2755,0.5655,0.0021,0.00024,-0.01259,0.01365
0.3045,0.5655,0.00209,0.00129,-0.01702,0.01528
0.3335,0.5655,0.00209,0.00233,-0.02145,0.01691
0.3625,0.5655,0.0021,0.00314,-0.02482,0.0174
0.3915,0.5655,0.0021,0.00394,-0.02816,0.01784
0.4205,0.5655,0.0021,0.00493,-0.03147,0.01819
0.4495,0.5655,0.00211,0.00559,-0.03408,0.01802
0.4785,0.5655,0.00212,0.00624,-0.03653,0.01775
0.5075,0.5655,0.00212,0.00688,-0.03851,0.01719
0.5365,0.5655,0.00213,0.00769,-0.04041,0.01664
0.5655,0.5655,0.00214,0.00841,-0.04168,0.0157
0.5945,0.5655,0.00215,0.00916,-0.0426,0.01457
0.6235,0.5655,0.00216,0.00996,-0.043,0.01313
0.6525,0.5655,0.00218,0.01089,-0.04266,0.01131
0.6815,0.5655,0.00219,0.01184,-0.04179,0.00921
0.7105,0.5655,0.0022,0.01282,-0.04003,0.00658
0.7395,0.5655,0.00221,0.01385,-0.03722,0.00359
0.7685,0.5655,0.00223,0.01482,-0.03319,0.00037
0.7975,0.5655,0.00224,0.01576,-0.02843,-0.0032
0.8265,0.5655,0.00226,0.01626,-0.02087,-0.007
0.8555,0.5655,0.00228,0.01672,-0.0127,-0.01105
0.8845,0.5655,0.00231,0.01595,0.00082,-0.0165
0.9135,0.5655,0.00235,0.01501,0.01592,-0.02268
0.9425,0.5655,0.00246,0.01047,0.05941,-0.03946
0.9715,0.5655,0.0026,0.004,0.0927,-0.04913
1.0005,0.5655,0.00275,-0.00624,0.0845,-0.03487
1.0295,0.5655,0.00282,-0.00905,0.07792,-0.02853
1.0585,0.5655,0.0029,-0.00995,0.07331,-0.02162
1.0875,0.5655,0.00299,-0.01085,0.06871,-0.01471
1.1165,0.5655,0.00307,-0.01174,0.0641,-0.0078
1.1455,0.5655,0.00315,-0.01264,0.05949,-0.00088
1.1745,0.5655,0.00324,-0.01354,0.05489,0.00603
1.2035,0.5655,0.00332,-0.01444,0.05028,0.01294
1.2325,0.5655,0.0034,-0.01534,0.04568,0.01985
1.2615,0.5655,0.00349,-0.01623,0.04107,0.02677
1.2905,0.5655,0.00357,-0.01713,0.03647,0.03368
1.3195,0.5655,0.00365,-0.01803,0.03186,0.04059
1.3485,0.5655,0.00374,-0.01893,0.02725,0.04751
1.3775,0.5655,0.00382,-0.0181,0.02143,0.05203
1.4065,0.5655,0.00389,-0.01364,0.01304,0.05155
1.4355,0.5655,0.00386,-0.02489,0.00421,0.03406
1.4645,0.5655,0.00384,-0.03503,0.00229,0.01757
1.4935,0.5655,0.00384,-0.04037,0.01152,0.00188
1.5225,0.5655,0.00384,-0.04027,0.0225,-0.01399
1.5515,0.5655,0.00386,-0.03888,0.02925,-0.02565
1.5805,0.5655,0.00394,-0.03304,0.02772,-0.02698
1.6095,0.5655,0.00404,-0.02683,0.02523,-0.02499
1.6385,0.5655,0.00417,-0.02104,0.01909,-0.01539
1.6675,0.5655,0.00432,-0.01871,0.0114,-0.00393
1.6965,0.5655,0.00444,-0.01719,0.00814,0.00461
1.7255,0.5655,0.00453,-0.01697,0.0059,0.00985
1.7545,0.5655,0.00458,-0.01837,0.00497,0.01094
1.7835,0.5655,0.00462,-0.02007,0.00319,0.01111
1.8125,0.5655,0.00464,-0.0217,0.00143,0.00989
1.8415,0.5655,0.00466,-0.0233,-0.00048,0.00845
1.8705,0.5655,0.00467,-0.02482,-0.00296,0.00618
1.8995,0.5655,0.00469,-0.02639,-0.0056,0.00372
1.9285,0.5655,0.00471,-0.02784,-0.00872,0.00064
1.9575,0.5655,0.00474,-0.02927,-0.0119,-0.00251
1.9865,0.5655,0.00476,-0.03044,-0.01554,-0.00597
2.0155,0.5655,0.00479,-0.03146,-0.01894,-0.00917
2.0445,0.5655,0.00481,-0.03198,-0.02195,-0.01201
2.0735,0.5655,0.00484,-0.03239,-0.02491,-0.0148
2.1025,0.5655,0.00486,-0.03222,-0.02678,-0.01686
2.1315,0.5655,0.00488,-0.03199,-0.02862,-0.01882
2.1605,0.5655,0.00489,-0.03126,-0.02877,-0.01996
2.1895,0.5655,0.00489,-0.03052,-0.02899,-0.02108
2.2185,0.5655,0.00488,-0.02941,-0.02748,-0.02167
2.2475,0.5655,0.00487,-0.02827,-0.02552,-0.02224
2.2765,0.5655,0.00485,-0.02695,-0.02219,-0.02261
2.3055,0.5655,0.00482,-0.02561,-0.01875,-0.02303
2.3345,0.5655,0.00479,-0.02421,-0.01417,-0.02363
2.3635,0.5655,0.00475,-0.02278,-0.00931,-0.02438
2.3925,0.5655,0.00471,-0.02122,-0.00362,-0.02557
2.4215,0.5655,0.00466,-0.01949,0.00269,-0.02714
2.4505,0.5655,0.00462,-0.01759,0.00931,-0.029
2.4795,0.5655,0.00457,-0.01523,0.01674,-0.03137
2.5085,0.5655,0.00453,-0.0125,0.02454,-0.0338
2.5375,0.5655,0.00449,-0.00944,0.03232,-0.03608
2.5665,0.5655,0.00445,-0.00574,0.03944,-0.0377
2.5955,0.5655,0.00442,-0.00176,0.0451,-0.03842
2.6245,0.5655,0.00439,0.00246,0.04998,-0.03864
2.6535,0.5655,0.00436,0.00676,0.0519,-0.03739
2.6825,0.5655,0.00435,0.01072,0.05118,-0.03519
2.7115,0.5655,0.00435,0.01436,0.04893,-0.03254
2.7405,0.5655,0.00435,0.01738,0.04475,-0.02942
2.7695,0.5655,0.00436,0.01967,0.03915,-0.0262
2.7985,0.5655,0.00436,0.02175,0.03339,-0.02291
2.8275,0.5655,0.00437,0.02299,0.02701,-0.01981
2.8565,0.5655,0.00438,0.02396,0.02078,-0.01686
2.8855,0.5655,0.00438,0.02453,0.01453,-0.01396
2.9145,0.5655,0.00438,0.02478,0.00885,-0.01121
2.9435,0.5655,0.00438,0.02478,0.00363,-0.00859
2.9725,0.5655,0.00436,0.02456,-0.0009,-0.00605
3.0015,0.5655,0.00434,0.02392,-0.00474,-0.00346
3.0305,0.5655,0.00431,0.02314,-0.00775,-0.00079
3.0595,0.5655,0.00427,0.02187,-0.01022,0.00201
3.0885,0.5655,0.00423,0.02039,-0.01231,0.00492
3.1175,0.5655,0.00419,0.01854,-0.01363,0.00803
3.1465,0.5655,0.00413,0.01652,-0.01411,0.01134
3.1755,0.5655,0.00408,0.01425,-0.01428,0.01467
3.2045,0.5655,0.00401,0.01205,-0.01293,0.01812
3.2335,0.5655,0.00393,0.0099,-0.0106,0.02154
3.2625,0.5655,0.00382,0.0089,-0.00151,0.02396
3.2915,0.5655,0.00371,0.00879,0.0131,0.02387
3.3205,0.5655,0.00358,0.01009,0.03604,0.01932
3.3495,0.5655,0.00332,0.00774,0.08194,0.00484
3.3785,0.5655,0.0031,0.00765,0.1104,-0.00116
3.4075,0.5655,0.00297,0.01094,0.11306,0.00132
3.4365,0.5655,0.00289,0.01097,0.11382,0.00146
3.4655,0.5655,0.00281,0.01085,0.11448,0.00148
3.4945,0.5655,0.00273,0.01073,0.11514,0.00151
3.5235,0.5655,0.00265,0.01061,0.1158,0.00153
3.5525,0.5655,0.00257,0.01048,0.11647,0.00155
3.5815,0.5655,0.00249,0.01036,0.11713,0.00158
3.6105,0.5655,0.00238,0.00906,0.11551,0.00236
3.6395,0.5655,0.00227,0.00755,0.1135,0.00327
3.6685,0.5655,0.00216,0.00604,0.11148,0.00418
3.6975,0.5655,0.00205,0.00453,0.10946,0.0051
3.7265,0.5655,0.00194,0.00302,0.10745,0.00601
3.7555,0.5655,0.00183,0.00151,0.10543,0.00693
3.7845,0.5655,0.00171,-0.00217,0.105,0.00465
3.8135,0.5655,0.00157,-0.00708,0.09603,0.0054
3.8425,0.5655,0.00147,-0.01288,0.03791,0.03033
3.8715,0.5655,0.00141,-0.01727,0.00334,0.04556
3.9005,0.5655,0.00139,-0.02066,-0.00797,0.05122
3.9295,0.5655,0.00138,-0.02308,-0.01311,0.05225
3.9585,0.5655,0.00137,-0.02529,-0.01582,0.05185
3.9875,0.5655,0.00136,-0.02688,-0.01738,0.0505
4.0165,0.5655,0.00136,-0.02811,-0.01857,0.04881
4.0455,0.5655,0.00135,-0.02901,-0.0195,0.04679
4.0745,0.5655,0.00135,-0.02949,-0.02013,0.04438
4.1035,0.5655,0.00135,-0.02997,-0.02077,0.04191
4.1325,0.5655,0.00135,-0.02977,-0.02106,0.03903
4.1615,0.5655,0.00135,-0.02946,-0.02131,0.03613
4.1905,0.5655,0.00135,-0.02899,-0.02152,0.03306
4.2195,0.5655,0.00135,-0.02779,-0.02087,0.02961
4.2485,0.5655,0.00135,-0.02662,-0.02022,0.02621
4.2775,0.5655,0.00135,-0.02512,-0.01891,0.02239
4.3065,0.5655,0.00135,-0.02337,-0.01711,0.01839
4.3355,0.5655,0.00135,-0.02156,-0.01511,0.01426
4.3645,0.5655,0.00135,-0.01954,-0.0123,0.0096
4.3935,0.5655,0.00135,-0.01755,-0.00951,0.00487
4.4225,0.5655,0.00135,-0.01553,-0.00595,-0.00064
4.4515,0.5655,0.00135,-0.01346,-0.00231,-0.00609
4.4805,0.5655,0.00135,-0.01154,0.00192,-0.01237
4.5095,0.5655,0.00135,-0.00958,0.00629,-0.01867
4.5385,0.5655,0.00134,-0.00786,0.01133,-0.02575
4.5675,0.5655,0.00134,-0.00613,0.01666,-0.03295
4.5965,0.5655,0.00133,-0.00457,0.02273,-0.04069
4.6255,0.5655,0.00133,-0.00324,0.02953,-0.04884
4.6545,0.5655,0.00132,-0.00194,0.03707,-0.0572
4.6835,0.5655,0.00131,-0.00093,0.04642,-0.06584
4.7125,0.5655,0.0013,-0.00015,0.05779,-0.07431
4.7415,0.5655,0.00128,0.00034,0.07522,-0.0826
4.7705,0.5655,4e-05,0.0,0.0,0.0
0.0145,0.5945,0.00193,-0.00149,0.06246,-0.04566
0.0435,0.5945,0.00205,-0.00292,0.0439,-0.03732
0.0725,0.5945,0.00208,-0.00427,0.03556,-0.0297
0.1015,0.5945,0.0021,-0.00501,0.02778,-0.02146
0.1305,0.5945,0.0021,-0.00521,0.02049,-0.01356
0.1595,0.5945,0.0021,-0.00485,0.01314,-0.00621
0.1885,0.5945,0.0021,-0.0041,0.00603,0.00036
0.2175,0.5945,0.0021,-0.00318,-0.00053,0.00567
0.2465,0.5945,0.0021,-0.00192,-0.00689,0.00993
0.2755,0.5945,0.00209,-0.0006,-0.01289,0.01349
0.3045,0.5945,0.00209,0.00078,-0.01805,0.01565
0.3335,0.5945,0.00209,0.00189,-0.02263,0.01738
0.3625,0.5945,0.0021,0.00275,-0.02607,0.01791
0.3915,0.5945,0.0021,0.00396,-0.02998,0.01871
0.4205,0.5945,0.0021,0.00507,-0.03343,0.01915
0.4495,0.5945,0.00211,0.00607,-0.03641,0.01922
0.4785,0.5945,0.00211,0.00673,-0.03885,0.01895
0.5075,0.5945,0.00212,0.00754,-0.04096,0.0185
0.5365,0.5945,0.00213,0.00848,-0.04296,0.01804
0.5655,0.5945,0.00214,0.00943,-0.04432,0.01727
0.5945,0.5945,0.00215,0.01018,-0.04524,0.01613
0.6235,0.5945,0.00216,0.01114,-0.04561,0.01482
0.6525,0.5945,0.00217,0.0121,-0.04524,0.01303
0.6815,0.5945,0.00219,0.01316,-0.04424,0.01101
0.7105,0.5945,0.0022,0.01422,-0.04218,0.00847
0.7395,0.5945,0.00221,0.01526,-0.03915,0.00551
0.7685,0.5945,0.00223,0.01624,-0.03471,0.00237
0.7975,0.5945,0.00224,0.01714,-0.02936,-0.00106
0.8265,0.5945,0.00226,0.0175,-0.02147,-0.00463
0.8555,0.5945,0.00228,0.01782,-0.01294,-0.00844
0.8845,0.5945,0.00231,0.01687,8e-05,-0.01326
0.9135,0.5945,0.00235,0.01578,0.01475,-0.0189
0.9425,0.5945,0.00247,0.01108,0.05675,-0.03452
0.9715,0.5945,0.00261,0.00433,0.08749,-0.0422
