X,Y,concentration,wind_speed,wind_dir
4.325,1.175,0.79762,0.01698,42.68459
3.875,1.225,0.79777,0.04398,93.2716
4.475,1.075,0.79816,0.01621,52.26762
4.475,0.975,0.79839,0.0158,36.19535
4.625,1.225,0.79625,0.01627,65.75137
4.725,1.025,0.79786,0.029,34.36404
4.725,1.175,0.79731,0.01918,60.74805
5.075,1.025,0.79692,0.04205,73.06455
4.975,0.925,0.79814,0.02881,74.35239
5.275,1.075,0.7835,0.01209,340.68088
5.275,1.125,0.78482,0.00994,349.97867
5.025,1.075,0.79713,0.04021,71.55604
0.375,1.725,0.80165,0.04996,280.43718
0.025,1.425,0.80185,0.06374,270.36854
0.375,1.575,0.80081,0.05537,297.29156
0.475,1.525,0.80061,0.05838,305.51942
0.225,1.425,0.80049,0.06074,286.45076
0.975,1.525,0.79793,0.07211,4.54984
0.875,1.675,0.79872,0.04933,11.19832
0.675,1.525,0.79902,0.05475,348.68802
0.925,1.575,0.79842,0.06303,4.65946
1.075,1.375,0.79734,0.08029,5.92646
1.375,1.725,0.79779,0.04914,28.39551
1.475,1.475,0.79694,0.05295,15.88148
1.225,1.675,0.79785,0.05551,25.07862
1.175,1.675,0.79779,0.05807,17.80782
1.575,1.525,0.79699,0.0416,22.76818
2.175,1.625,0.79784,0.03851,351.75837
1.675,1.375,0.79698,0.03744,13.04509
1.975,1.575,0.79776,0.04014,2.44181
1.725,1.675,0.79699,0.02651,29.49553
2.025,1.375,0.79901,0.03228,4.38782
2.625,1.475,0.79834,0.01939,5.17838
2.525,1.625,0.79831,0.02276,33.6063
2.375,1.575,0.79789,0.03443,358.66855
2.275,1.675,0.79773,0.02969,358.51389
2.275,1.575,0.79787,0.03784,355.33068
2.925,1.775,0.8037,0.06103,133.71871
3.275,1.375,0.80598,0.06709,93.77772
3.225,1.575,0.8056,0.07313,111.76649
2.875,1.425,0.80183,0.03038,63.21565
2.825,1.575,0.8008,0.01841,93.33174
3.725,1.775,0.79937,0.05671,119.98299
3.775,1.625,0.79885,0.05504,115.20556
3.475,1.625,0.80273,0.07965,114.31893
3.375,1.725,0.80364,0.08349,125.98045
3.475,1.375,0.80373,0.09354,97.63026
4.225,1.575,0.80137,0.01894,122.55706
3.875,1.675,0.79778,0.04648,115.92552
4.125,1.575,0.79766,0.02857,113.93602
3.925,1.525,0.79829,0.03958,102.72663
4.375,1.775,0.85704,0.00513,160.89434
4.475,1.475,0.80027,0.00927,107.57519
4.525,1.525,0.80668,0.00487,112.82795
4.675,1.575,0.83578,0.00373,331.16903
4.625,1.775,0.91427,0.01385,293.58436
4.575,1.675,0.85113,0.00883,291.59657
5.025,1.375,0.80836,0.02539,46.93095
5.175,1.425,0.79943,0.03112,31.34579
4.975,1.675,0.90371,0.01775,330.97989
5.125,1.425,0.80589,0.03409,45.55856
5.425,1.525,0.76563,0.0452,270.5197
0.525,2.125,0.80227,0.02913,190.72357
0.225,2.175,0.80471,0.02517,236.58773
0.125,1.875,0.80409,0.04379,267.10688
0.175,1.925,0.80394,0.04074,261.11804
0.175,2.075,0.80449,0.03256,245.81237
0.875,1.975,0.80003,0.00557,98.04289
0.925,1.875,0.79966,0.01703,38.37078
0.875,2.125,0.80205,0.03852,155.27784
1.075,2.075,0.80125,0.03159,138.61954
0.725,2.175,0.80369,0.0431,163.18362
1.125,1.975,0.79979,0.0238,103.13715
1.225,1.825,0.79873,0.0362,51.49343
1.175,1.825,0.79882,0.0364,43.00742
1.175,1.875,0.7988,0.03677,54.40798
